type age height falls density
Dogwood 27 77.04 0 28.6
Sugarberry 27 118.92 0 12
Oak 3 40.56 0 17.9
Dogwood 102 103.56 1 28.9
Dogwood 23 36.58 1 15.3
Dogwood 30 49.3 0 14.7
Oak 92 74.73 1 20.5
Oak 6 72.37 0 27.4
Sugarberry 40 92.11 0 25.5
Sugarberry 9 76.41 1 16.5
Dogwood 22 60.52 0 21.8
Sycamore 14 75.71 1 20.3
Dogwood 23 93.85 0 25.9
Sugarberry 7 49.44 0 20.3
Sugarberry 29 48.05 0 15.8
Elm 13 118.44 0 16.9
Elm 36 60.53 0 25.2
Sycamore 15 63.71 0 23.7
Elm 22 47.8 1 20.6
Elm 7 88.06 0 17.2
Dogwood 30 85 1 20.3
Sugarberry 47 111.04 1 21.2
Elm 63 68.04 0 13.2
Oak 27 97.66 0 27.2
Sycamore 30 100.62 0 14.6
Dogwood 16 47.82 1 14.1
Oak 31 65.62 0 24.4
Sycamore 18 22.05 1 24.8
Dogwood 50 70.35 1 29.9
Dogwood 49 105.6 0 29.6
Elm 1 22.62 0 11.3
Sugarberry 29 108.98 0 12.1
Sycamore 25 53.57 0 13.4
Sugarberry 18 81.66 0 28.8
Sycamore 32 51.95 0 15.5
Sugarberry 31 62.08 1 17.2
Oak 35 75.05 1 12.8
Elm 27 38.4 1 20.1
Sycamore 9 118.87 1 15.7
Elm 58 117.31 0 11
Dogwood 4 95 0 14.8
Sugarberry 28 48.09 0 12
Dogwood 39 71.97 0 12.8
Oak 33 84.82 0 23.4
Dogwood 51 117.42 1 21
Oak 6 81.21 0 23.2
Sycamore 37 70.35 0 20.7
Sugarberry 11 71.62 0 13.5
Oak 43 42.26 0 10.1
Sugarberry 58 40.55 0 15.7
Sugarberry 33 113.84 0 12.7
Dogwood 44 73.08 0 13.6
Sycamore 4 39.85 1 10.1
Sycamore 2 100.43 1 27.9
Sugarberry 1 117.93 0 16.5
Elm 18 64.96 0 13.2
Oak 100 37.4 1 13.2
Sugarberry 4 59.1 0 23.2
Sycamore 49 44.6 0 18.8
Oak 66 101.58 0 18.3
Elm 61 23.24 1 25.2
Oak 38 118 0 27
Sycamore 56 59.27 1 27.5
Dogwood 67 119.54 1 25.6
Elm 37 24.19 0 25.1
Sugarberry 6 74.33 0 11.5
Dogwood 56 105.43 0 17.6
Sugarberry 13 119.51 0 11
Oak 6 85.34 0 16.8
Elm 14 24.68 0 20.7
Sycamore 14 43.46 0 10.5
Oak 32 83.14 0 30
Elm 21 80.21 0 13.3
Sycamore 33 68.48 1 17.1
Sycamore 28 43.02 1 21.6
Elm 19 118.74 1 23.4
Sugarberry 8 113.96 0 20.9
Oak 5 70.37 0 13.5
Oak 14 33.38 1 25.6
Sugarberry 33 77.18 0 21.6
Sycamore 35 56.57 0 25.9
Sycamore 10 104.24 0 23.8
Sugarberry 64 96.14 1 27.1
Oak 29 82.18 1 11.9
Dogwood 106 96.61 1 27.4
Sycamore 22 50.53 0 17.8
Elm 15 26.02 0 19.6
Oak 34 71.74 0 24.3
Dogwood 9 34.68 0 14.5
Sycamore 19 109.17 0 11.3
Sycamore 36 40.01 0 27.7
Elm 10 98.27 0 25.4
Sycamore 55 95.74 1 16.8
Elm 3 56.27 0 18.8
Oak 41 45.73 1 24.7
Sycamore 17 94.81 0 17.8
Oak 31 75.41 0 17.6
Oak 11 46.5 0 29.1
Sugarberry 37 48.28 0 26
Elm 3 94.62 0 14.5
Elm 25 28.3 0 20.2
Sycamore 31 26.62 0 14
Dogwood 23 114.38 1 18.3
Oak 24 67.77 0 17.1
Dogwood 5 24.85 1 17.1
Dogwood 33 95.71 1 29.8
Sugarberry 7 70.75 1 21.6
Elm 10 90.5 0 12.2
Sugarberry 38 78.31 1 19.2
Dogwood 13 61.91 0 13.6
Sugarberry 39 36.5 1 17.3
Sugarberry 43 41.11 0 19.9
Dogwood 20 77.76 0 20
Sugarberry 18 98.7 0 25.4
Dogwood 76 22.17 1 21.2
Sycamore 41 56.1 1 17.3
Oak 20 86.05 0 14.8
Sycamore 13 34.63 0 26.4
Sugarberry 22 63.41 1 22
Oak 9 36.19 0 19.7
Oak 35 74.49 0 11.1
Elm 24 45.16 0 11
Oak 28 30.05 0 17.2
Elm 24 105.84 0 10
Oak 92 79.19 1 15.3
Sycamore 14 88.64 1 12.2
Oak 16 88.45 0 21.3
Elm 43 23.54 1 16.5
Oak 64 25.72 0 21.3
Oak 13 35.97 1 27.8
Elm 59 21.19 0 24.8
Dogwood 16 73 1 13.4
Oak 21 70.34 0 18.8
Oak 50 102.53 1 13.4
Dogwood 7 97.44 0 19.6
Sycamore 9 46.87 1 13.5
Dogwood 26 78.87 0 23.4
Oak 7 28.52 1 29
Oak 7 51 0 16.7
Sycamore 18 46.03 0 23.4
Elm 6 36.33 1 27.3
Dogwood 42 50.31 0 18.5
Sycamore 17 45.86 0 22.3
Sugarberry 40 47.14 0 15.3
Elm 8 80.02 0 28.3
Elm 41 27.36 0 13.4
Dogwood 45 119.6 1 16.2
Oak 36 106.19 0 25.6
Dogwood 49 116.5 1 14.3
Sycamore 37 75.79 0 29.6
Elm 1 31.82 0 28.2
Elm 12 83.01 0 29.8
Dogwood 10 58.49 0 21.9
Sycamore 25 114.06 1 13.8
Elm 38 87.01 0 16.9
Oak 44 52.64 0 15.4
Elm 57 32.04 1 19
Oak 5 55.97 0 20.7
Oak 20 50.68 0 19.8
Oak 28 30.06 1 20.2
Sugarberry 8 106.96 0 18.2
Elm 43 118.17 0 24.7
Elm 1 30.48 1 27.2
Elm 43 76.75 0 20.8
Sycamore 19 55.63 0 25.3
Elm 86 54.2 1 20.6
Elm 4 75.94 0 25.2
Elm 18 58.04 0 28.8
Elm 17 21.74 0 23.7
Dogwood 51 42.65 0 25.1
Elm 42 26.76 0 14.6
Sycamore 59 78.22 0 17.4
Dogwood 50 66.25 0 12.9
Elm 27 56.07 1 24.1
Sycamore 38 108.59 0 21.6
Sugarberry 2 96.42 0 25.5
Sugarberry 6 37.11 0 29
Sugarberry 44 117.7 0 23.2
Sugarberry 18 22.11 1 27.7
Oak 40 46.64 1 10.4
Elm 8 73.25 0 22.4
Sugarberry 27 94.02 0 20.9
Oak 4 80.9 0 29.6
Dogwood 4 83.24 0 23.1
Oak 83 72.56 1 28.8
Sycamore 7 106.38 0 19
Sugarberry 19 91.92 0 29.4
Sycamore 26 35.94 0 10.1
Oak 4 27.08 0 12.6
Sycamore 42 106.22 1 26
Oak 19 43.62 1 12.9
Sycamore 2 84.45 1 15.5
Dogwood 29 26.21 0 21.7
Dogwood 28 99.41 0 26.1
Sycamore 109 97.1 1 19.7
Sycamore 17 60.23 0 17.3
Sugarberry 14 50.26 1 22.2
Oak 16 113.27 0 21.4
Sycamore 5 82.41 0 10.7
Dogwood 4 107.54 0 23.8
Elm 25 66.19 0 27.1
Dogwood 8 26.05 0 20.6
Sugarberry 32 56.1 0 17.4
Sycamore 69 24.49 0 29.5
Elm 16 112.33 0 28.9
Sugarberry 18 40.28 0 29.2
Dogwood 41 87.72 1 14.6
Elm 39 23.45 0 25.6
Elm 10 80.08 0 11.8
Sugarberry 31 110.35 0 24.4
Elm 9 34.2 0 23.5
Elm 52 37.46 1 11
Sycamore 87 56.27 1 11
Oak 21 50.88 1 23.1
Sugarberry 12 74.28 0 19.3
Oak 23 46.57 0 13.7
Elm 35 95.22 0 13.5
Sycamore 49 33.27 0 27.2
Sycamore 32 87.61 0 17
Dogwood 37 46.63 0 29.9
Elm 66 48.49 0 11.8
Oak 5 115.31 0 11.7
Sycamore 32 33.54 0 10.2
Oak 38 106.07 0 23
Elm 70 57.18 1 24.7
Sugarberry 16 43.13 0 17.1
Sycamore 32 81.94 0 22.2
Sycamore 11 44.82 1 18.5
Sugarberry 14 70.19 0 13.8
Elm 4 22.11 0 19.6
Dogwood 68 103.22 0 16.8
Elm 36 65.86 0 28.5
Elm 44 85.48 1 25.4
Elm 4 111.17 0 21.5
Elm 8 54.84 1 28.9
Dogwood 53 59.92 1 25.4
Dogwood 20 109.12 1 26.2
Sycamore 11 70.94 0 21.2
Elm 29 105.64 0 17.1
Sugarberry 17 109.04 0 27.1
Sycamore 50 114.02 0 13.5
Oak 2 33.41 1 17.5
Elm 67 34.05 1 29.1
Sugarberry 73 42.26 1 23.9
Dogwood 67 103.45 1 29.6
Dogwood 7 74.41 0 20.8
Oak 4 72.99 1 16.9
Sycamore 15 112.66 0 26.9
Dogwood 25 48.21 1 19.3
Dogwood 15 93.37 0 12.4
Elm 8 52.46 0 16.4
Sycamore 51 37.17 1 26.6
Oak 47 94.61 1 21.1
Sugarberry 9 108.75 0 19
Oak 16 71.65 1 20.4
Sugarberry 63 49.09 0 19
Oak 20 20.27 0 12.3
Oak 6 69.79 0 28
Oak 14 105.57 0 16.3
Sugarberry 12 110.95 0 19.9
Oak 2 30.15 0 20.5
Sycamore 10 37.48 1 10.7
Oak 18 104.37 1 17.6
Elm 28 103.35 0 30
Dogwood 36 72.93 1 29.7
Sugarberry 29 52.41 0 28.3
Oak 9 81.16 0 20.7
Dogwood 135 41.88 1 15.7
Sycamore 13 83.72 0 10.4
Sugarberry 7 52.82 0 19.4
Sycamore 2 69.21 1 23.5
Sycamore 56 119.29 1 29.1
Sycamore 7 44.65 1 18.6
Sycamore 22 44.82 1 21.7
Sugarberry 22 88.58 0 27
Dogwood 31 71.14 1 26.7
Oak 0 50.41 0 12.1
Dogwood 2 118.36 1 12.9
Elm 20 64.31 1 26.4
Sugarberry 53 85.88 0 17.1
Dogwood 29 41.65 0 14.5
Oak 14 22.57 0 16.4
Sugarberry 39 107.86 1 10.1
Sycamore 34 47.91 0 10.5
Elm 15 63.82 0 25.9
Oak 23 35.26 0 21.4
Elm 12 64.51 1 29.8
Elm 44 54.32 0 22.8
Oak 9 109.09 1 27.6
Oak 40 72.08 0 18.3
Elm 4 34.38 1 18.9
Sugarberry 28 29.61 1 19.4
Elm 19 38.58 0 26.5
Elm 37 103.97 0 14.3
Elm 19 110.62 0 13.6
Elm 17 97.89 0 18.5
Sugarberry 9 92.38 0 19.4
Sycamore 6 74.13 0 13.6
Sugarberry 45 51.37 0 26.2
Sycamore 67 43.26 0 25.5
Elm 23 47.76 0 24.8
Sycamore 32 64.73 0 27.5
Sugarberry 26 30.15 1 18.7
Elm 18 90.96 0 14.2
Dogwood 63 63.71 1 13.8
Dogwood 20 32.14 0 25.1
Sycamore 21 38.01 0 11
Elm 11 88.89 0 16.2
Sugarberry 59 72.38 1 29.8
Elm 6 41.07 1 23.1
Elm 104 25.46 1 25.5
Oak 16 116.31 0 15.2
Sugarberry 9 24.29 0 27.9
Sycamore 30 30.69 0 16.8
Sugarberry 53 68.03 0 17.8
Oak 38 89.7 0 15.6
Dogwood 12 63.51 0 24.7
Elm 7 28.23 0 21.8
Elm 22 79.02 0 14.8
Sycamore 10 90.63 1 10
Sycamore 5 88.99 0 17.8
Sugarberry 46 83.68 0 16.1
Oak 41 94.18 0 15.8
Dogwood 32 37.62 1 23.6
Oak 38 100.57 0 25.3
Dogwood 23 88.72 1 24.6
Elm 43 100.05 0 21.3
Oak 16 102.98 0 14.2
Elm 14 109.37 1 28.8
Elm 34 60.69 0 12.4
Oak 16 85.27 0 19.6
Sugarberry 2 32.48 0 21.3
Oak 11 44.49 0 20.1
Dogwood 53 73.5 1 18
Sugarberry 34 118.84 0 15.7
Elm 53 71.34 0 22.4
Dogwood 65 81.09 0 28.5
Sugarberry 11 22.89 1 21.3
Elm 10 78.25 0 22.5
Dogwood 9 24.24 0 27.9
Dogwood 35 56.06 1 14.6
Sugarberry 9 53.73 0 25
Oak 45 52.81 1 22.5
Oak 14 39.08 0 28.7
Oak 10 84.79 0 22.7
Dogwood 28 72.52 0 22.8
Sycamore 11 36.1 1 16.2
Oak 4 21.74 0 19.1
Sugarberry 35 23.72 1 10.9
Dogwood 31 33.8 0 16
Elm 29 54.51 0 19
Oak 46 57.78 0 15.5
Dogwood 81 93.07 1 12.2
Sugarberry 7 72.34 0 14.3
Oak 9 62.62 1 29.5
Dogwood 63 48.02 1 16.4
Sycamore 11 56.14 0 27.1
Sycamore 5 117.76 0 13.9
Dogwood 32 92.36 1 25.8
Sycamore 19 46.05 1 19.9
Sycamore 79 49.72 0 20.8
Dogwood 15 105.84 1 17.9
Elm 59 48.96 0 11.7
Sugarberry 26 119.07 0 27.8
Sycamore 2 64.16 0 29
Sugarberry 43 79.72 0 18.4
Sycamore 14 100.4 1 10.4
Oak 9 74.47 1 26.6
Elm 36 31.87 0 13.5
Dogwood 13 114.17 1 14.6
Oak 44 58.01 0 20.1
Sugarberry 21 52.8 0 28.4
Sugarberry 52 118 0 17.2
Sycamore 12 112.77 0 15
Elm 3 104.19 0 15.9
Sycamore 25 106.79 0 13.5
Elm 69 105.98 1 14.1
Oak 34 64.57 0 17.6
Sycamore 27 84.53 1 13.9
Oak 24 63.38 0 16.8
Dogwood 59 97.36 1 17.2
Sycamore 7 87.99 0 23.1
Dogwood 17 51.78 0 18.8
Sycamore 10 91.45 1 26.9
Sycamore 3 96.22 1 11.2
Sycamore 103 35.28 1 20.2
Sycamore 1 97.44 1 16.2
Dogwood 44 49.75 0 24.6
Sycamore 5 98.04 1 18.5
Elm 21 33.21 1 23.2
Oak 52 111.12 0 17.8
Oak 23 96.8 0 16.7
Dogwood 69 72.75 1 12.3
Elm 7 100.56 0 23.8
Sugarberry 69 60.51 1 15.9
Oak 19 46.61 1 23.1
Sugarberry 17 54.72 1 12.8
Dogwood 14 70.75 1 29.7
Sugarberry 9 33.04 0 11
Elm 15 64.58 0 27.6
Oak 12 56.93 0 23.9
Dogwood 36 28.13 0 17.1
Oak 17 86.91 0 10.9
Sugarberry 10 51.84 0 20.2
Elm 36 60.89 0 18.2
Elm 0 116.42 1 18.6
Sugarberry 27 78.1 0 26.5
Elm 25 32.64 1 20.7
Dogwood 2 116.86 1 24.6
Oak 63 96.9 1 18.3
Oak 12 78.23 0 28.2
Oak 17 97.83 0 26.1
Sycamore 6 66.61 1 11.9
Oak 11 71.15 0 21.3
Sycamore 12 32.96 0 26.1
Sugarberry 39 53.74 0 26.9
Sycamore 47 59.53 0 17.7
Dogwood 28 111.9 1 25.5
Elm 6 103.26 0 19.8
Dogwood 22 118.82 1 18.4
Sugarberry 13 79.89 0 26.1
Oak 53 117.23 0 26.9
Oak 57 108.35 0 29.9
Sugarberry 46 112.5 1 27.7
Sycamore 61 51.26 1 27.5
Sycamore 14 41.74 0 17.6
Sycamore 23 78.94 0 26.6
Elm 25 99.53 0 24.3
Sugarberry 14 61.68 0 21.6
Elm 65 28.94 1 16.3
Sycamore 16 109.67 0 19.1
Elm 54 70.4 1 22
Oak 38 112.44 0 23.1
Elm 7 52.59 1 15.7
Elm 51 87.07 1 22.9
Oak 10 105.51 1 10.1
Elm 6 22.36 1 18
Sycamore 56 93.96 1 13.2
Sugarberry 42 109.31 1 12
Sycamore 69 51.47 1 22.8
Dogwood 17 115.49 1 11.8
Sugarberry 103 58.26 1 17
Oak 18 93.69 0 25.3
Oak 10 64.43 1 24
Dogwood 17 109.25 1 27.4
Sycamore 44 22.19 1 14.9
Sycamore 53 38.31 1 24.8
Sycamore 36 74.91 1 12.3
Sycamore 21 45.55 1 17.5
Sycamore 14 51.44 0 14.7
Oak 16 109.36 1 12.8
Dogwood 42 117.98 1 20.1
Oak 47 108.27 1 25.2
Oak 36 96.73 0 27
Sugarberry 10 48.28 0 17.2
Elm 12 40.12 1 14
Dogwood 23 31.3 0 23.1
Sugarberry 57 110.39 0 18.3
Dogwood 57 23.59 0 16.3
Elm 17 23.52 1 10.2
Dogwood 42 111.59 1 29.6
Sycamore 20 75.5 0 26.8
Oak 20 100.52 0 16.5
Sycamore 12 117.71 0 25.1
Dogwood 9 41.42 0 15.4
Oak 3 53.11 0 20.8
Elm 6 85.65 0 29.8
Dogwood 40 82.8 0 23.5
Sugarberry 51 90.99 1 22
Oak 11 117.71 0 26.3
Dogwood 14 111.52 0 13.5
Dogwood 47 102.26 0 16.5
Oak 14 99.96 1 29
Dogwood 49 24.2 1 19.8
Sugarberry 66 88.87 1 29.7
Sycamore 26 90.11 0 18.7
Dogwood 1 115.46 1 19.2
Sugarberry 45 38.79 1 29.9
Elm 35 30.73 1 13.1
Dogwood 86 50.77 1 15.4
Sycamore 8 92.54 0 11.6
Oak 14 86.47 0 18.1
Oak 25 96.31 0 27.4
Dogwood 16 93.71 0 16.9
Elm 17 109.7 1 24.4
Sycamore 80 56.21 1 11.6
Elm 8 106.67 0 16.1
Sycamore 12 32.91 0 15
Oak 39 74.08 0 22.3
Sycamore 40 60.55 1 13.1
Sycamore 17 31.48 0 25.9
Dogwood 43 96.69 0 15.1
Sugarberry 3 43.16 1 13.3
Oak 42 53.28 0 28.1
Dogwood 22 64.71 0 21.3
Sycamore 9 21.19 1 24.4
Sugarberry 20 115.64 0 14.6
Elm 16 42.29 0 21.2
Sycamore 29 72.49 1 17.4
Dogwood 20 76.57 0 14.6
Sugarberry 57 75.45 0 15.1
Dogwood 46 106.66 0 21
Sycamore 31 103.91 1 23.6
Sycamore 37 113.89 1 28.7
Dogwood 33 47.31 1 28.8
Dogwood 16 89.02 1 13.9
Sugarberry 40 66.59 0 20.2
Dogwood 6 28.18 0 12
Elm 14 36.02 0 25.8
Dogwood 3 60.21 1 10.5
Sycamore 21 72.69 0 22.1
Dogwood 58 24.42 0 28.9
Sycamore 8 20.32 0 25.3
Oak 9 110.02 0 12.6
Elm 11 109.97 0 10.1
Sugarberry 5 94.37 0 27.6
Oak 77 52 0 10.8
Elm 1 47.69 0 21.6
Elm 12 80 0 12.8
Dogwood 7 67.65 0 11
Elm 24 107.61 0 15.2
Sugarberry 33 92.05 0 19.2
Sycamore 5 110.6 1 16.1
Elm 25 66.63 0 19.7
Oak 14 41.47 0 29.2
Oak 46 110.46 0 28.2
Sycamore 33 112.92 0 23.2
Sugarberry 25 50.01 0 23.6
Sugarberry 11 38.84 0 27
Sycamore 11 99.75 0 16.5
Dogwood 44 111.87 0 22.1
Sugarberry 15 43.1 0 10.5
Dogwood 13 66.03 0 20.7
Sugarberry 8 32.09 0 16.8
Oak 13 38.72 0 11.2
Sugarberry 2 83.84 0 18.7
Oak 101 81.92 1 29.5
Oak 3 52.3 1 29.9
Sugarberry 9 97.06 0 27.3
Elm 38 95.64 1 22.4
Oak 32 63.57 0 24
Dogwood 64 100.04 1 20
Dogwood 67 50.08 1 27.9
Sugarberry 4 28.03 0 26.4
Sycamore 7 74.7 0 28.1
Oak 63 81.67 0 10.7
Oak 5 59.04 0 25.7
Sugarberry 28 27.77 0 25.4
Dogwood 32 94.83 0 24.4
Dogwood 1 48.02 1 28.1
Sycamore 6 68.14 1 21.8
Elm 19 81.12 0 13.9
Sycamore 10 56 0 25.8
Dogwood 47 41.1 0 29.2
Sugarberry 18 61.56 0 25.9
Oak 11 106.08 0 19.1
Sycamore 59 43.67 1 20.2
Sugarberry 75 71.53 1 22.9
Oak 37 55.97 1 19.9
Elm 62 33.23 0 12.6
Sugarberry 1 76.88 0 11.2
Elm 0 27.34 0 24.4
Elm 6 68.77 1 10.2
Oak 20 85.07 1 21.4
Elm 77 41.24 1 19
Oak 12 39.98 0 24.5
Sycamore 3 51.01 1 22.9
Oak 1 93.97 0 21.7
Dogwood 42 92.09 0 27.6
Oak 54 44.48 1 22.6
Oak 29 72.57 1 12.2
Oak 12 63.03 0 24.3
Dogwood 11 63.04 0 20
Oak 41 22.04 1 22.5
Oak 6 54.37 0 28.2
Dogwood 12 102.62 0 16
Sugarberry 3 106.34 0 14.8
Dogwood 57 40.19 0 12.5
Elm 27 22.11 0 19.9
Dogwood 11 95.84 1 23.1
Oak 27 54.24 0 18.9
Sugarberry 30 96.58 0 10.8
Oak 34 81.31 1 13.3
Sycamore 22 77.23 0 19.2
Sycamore 47 103.23 0 27.6
Elm 48 29.21 1 24.1
Oak 12 97.34 1 15.7
Sugarberry 10 46.11 1 20.9
Sugarberry 6 52.27 1 13.5
Elm 53 43.68 0 23.3
Elm 23 118.19 0 25.2
Dogwood 3 40.64 0 10.4
Sugarberry 37 75.73 0 10.7
Sugarberry 45 71.35 0 17.3
Oak 38 62.73 0 24.5
Dogwood 29 29.63 0 18.4
Dogwood 36 50.82 0 22.4
Elm 45 90.25 1 24.9
Sycamore 0 37.16 0 16
Elm 38 60.57 1 13
Dogwood 15 56.1 0 18.1
Oak 21 23.88 0 19.7
Elm 56 112.4 1 13.8
Dogwood 25 93.95 0 29.3
Oak 36 42.47 0 16.8
Elm 66 117.49 1 25.1
Sycamore 61 61.49 1 24.8
Sugarberry 115 119.36 1 19.3
Oak 14 93.45 1 10.6
Elm 65 56.63 1 10.1
Sycamore 31 26.81 0 10.5
Oak 60 30.07 1 28.1
Dogwood 23 75.71 0 24.6
Sycamore 39 63.98 0 23.3
Dogwood 56 100.13 1 28.9
Oak 4 38.04 1 11.6
Dogwood 4 25.54 0 24.7
Oak 25 56.28 1 16.4
Sugarberry 34 96.41 0 12.3
Sycamore 49 93.29 0 19.8
Dogwood 11 50.47 0 21.5
Sycamore 3 115.87 0 12.5
Sycamore 53 107.7 0 26.5
Dogwood 11 51.16 0 29.3
Sycamore 15 91.96 1 29.4
Sugarberry 85 67.32 1 16.6
Dogwood 7 46.69 0 19.5
Elm 16 55.15 1 16.2
Dogwood 57 41.13 1 11.5
Sycamore 35 114.45 1 10.9
Sugarberry 10 101.29 0 11.8
Elm 27 30.65 0 16.7
Elm 58 66.39 0 28.6
Oak 11 107.12 1 29.8
Sugarberry 73 94.54 0 11.8
Elm 40 49.15 0 20.2
Elm 72 96.58 1 18.8
Oak 80 91.51 0 22
Sugarberry 11 82.02 1 19.6
Sycamore 28 87.15 0 21
Dogwood 35 89.49 1 15.1
Oak 5 74.91 1 14.1
Sugarberry 19 115.36 0 20.3
Sycamore 30 118.36 0 26.2
Sycamore 34 100.49 0 15.4
Oak 3 94.92 0 26.3
Sugarberry 22 109.8 1 14.9
Sycamore 15 70.42 0 22.2
Oak 26 104.05 0 25.8
Elm 31 42.03 0 17
Dogwood 51 88.91 0 16.6
Dogwood 6 96.33 1 29.8
Elm 40 103.59 0 10.3
Sycamore 47 74.71 1 19
Dogwood 31 116.18 1 26.4
Oak 25 75.6 0 17.5
Sugarberry 19 73.3 0 13.6
Dogwood 7 110.77 0 21.9
Elm 57 29.19 0 28.4
Elm 12 86.96 1 13.7
Oak 69 66.5 1 27.7
Oak 41 36.46 0 22.3
Sugarberry 24 62.08 0 29.2
Elm 23 23.4 1 16
Oak 78 97.55 0 26.3
Sycamore 29 75.4 0 13.3
Oak 29 88.46 0 23.5
Sycamore 32 72.89 0 17
Sugarberry 29 50.21 0 18.3
Sycamore 42 42.46 1 26.4
Elm 30 116.53 0 17.4
Sugarberry 35 78.19 0 21.6
Sycamore 40 27.68 0 17.9
Dogwood 56 73.68 0 25.1
Elm 57 110.8 1 19.8
Dogwood 41 56.77 0 14.6
Oak 17 45.15 0 27.1
Sugarberry 30 33.75 0 13.3
Oak 7 24.3 1 29.7
Sugarberry 26 101.01 0 11.9
Elm 38 81.27 0 22.8
Sugarberry 45 104.68 1 26.7
Elm 8 76.34 0 21
Oak 23 35.61 1 24.3
Sugarberry 15 31.71 0 12.5
Sugarberry 22 26.19 1 29.3
Sugarberry 24 61.94 1 24.6
Oak 36 80.14 0 11.4
Sugarberry 45 85.1 0 15.3
Dogwood 5 58.12 0 11.1
Elm 5 36.74 0 12.6
Elm 1 94.08 0 28.3
Sycamore 11 23.63 1 22.9
Sugarberry 20 74.86 0 11.3
Sycamore 95 57.79 1 20.9
Elm 32 89.96 0 13.2
Sycamore 39 23.35 1 22.4
Oak 36 93.95 0 14.1
Oak 17 73.77 1 13.1
Elm 37 29.86 0 23.3
Sugarberry 26 22.86 1 18.7
Dogwood 22 76.25 0 18.7
Oak 79 106.4 1 15.8
Sugarberry 14 62.84 0 19.7
Sugarberry 12 110.75 0 11.1
Sycamore 55 98.29 1 13.2
Sugarberry 32 85.72 0 18.3
Oak 38 63.73 0 18.4
Oak 3 36.74 1 18.4
Oak 3 73.51 0 12.8
Elm 30 75.8 0 21.6
Sugarberry 2 30.46 0 26.9
Oak 2 96.63 0 18.8
Sugarberry 8 35.01 1 15.6
Oak 54 37.72 0 10.6
Elm 71 65.6 1 20.5
Sycamore 25 47.61 0 15
Sycamore 41 28.71 0 15.9
Oak 27 60.49 1 13.3
Elm 8 34.92 1 17.2
Sugarberry 18 63.28 1 22.7
Elm 31 116.42 0 10.3
Elm 37 104.16 1 21.2
Elm 54 81.71 0 22.2
Dogwood 10 41.79 1 23.5
Sugarberry 35 89.29 0 11.7
Elm 11 36.15 0 18.8
Sugarberry 25 108.09 0 10.5
Sugarberry 11 69.86 0 14.2
Dogwood 5 51.73 0 23.8
Sugarberry 11 117.62 0 17.9
Dogwood 31 29.39 0 14.9
Sugarberry 60 88.45 1 25
Sycamore 64 54.72 0 21.4
Sycamore 13 52.83 0 17.5
Dogwood 21 61.71 0 29.5
Sycamore 4 112.73 0 28.1
Sycamore 52 34.47 0 28.3
Oak 11 48 1 27.1
Sugarberry 13 89.42 0 15.1
Sugarberry 40 29.44 0 26.7
Sugarberry 10 62.21 0 27.6
Dogwood 5 45.8 0 29.5
Dogwood 38 96.92 0 27
Dogwood 51 76.62 0 19.5
Dogwood 13 59.49 1 26.7
Dogwood 50 101.7 1 26.4
Elm 52 82.12 0 27.6
Elm 35 98.31 0 13
Oak 10 26.08 1 25.6
Elm 19 108.18 0 26.4
Elm 95 48.1 1 17.5
Sycamore 18 45.41 0 12.3
Sugarberry 4 100.8 0 11.4
Sycamore 11 32.47 0 11.1
Sycamore 57 110.49 1 11.5
Oak 32 35.89 0 22.5
Sycamore 25 83.34 1 18.5
Elm 52 115.23 0 22.2
Elm 7 65.55 0 14.4
Elm 114 25.86 1 17.5
Sycamore 7 31.6 0 15.4
Sugarberry 36 111.9 0 27.6
Oak 7 51.56 1 26.1
Sugarberry 3 92.7 0 21.2
Oak 76 85.8 0 26.8
Sycamore 48 68.26 1 20.1
Sugarberry 21 41.82 1 28.9
Dogwood 46 100.94 1 19.6
Dogwood 60 52.18 1 16.3
Dogwood 70 74.54 0 25.7
Sycamore 37 39.27 0 23.5
Elm 36 118.45 1 21.9
Sycamore 38 71.18 1 19.6
Sycamore 73 106.25 0 20.5
Sycamore 8 89.79 0 16.1
Sugarberry 6 64.61 0 18.5
Elm 18 50.6 1 29.4
Oak 30 102.33 0 19
Sugarberry 23 113.25 0 27.5
Sugarberry 39 91.69 0 16.8
Sugarberry 31 73.33 0 19.2
Elm 46 58.87 1 22.6
Elm 5 80.38 0 28.6
Sycamore 68 103.72 1 24.7
Sycamore 53 108.11 0 16.9
Dogwood 31 95.09 1 18.6
Elm 13 46.88 0 29.4
Sycamore 23 96.11 0 19.8
Sycamore 10 109.68 0 19.2
Sycamore 6 83.51 0 22.5
Dogwood 48 107.8 1 16.7
Dogwood 62 90.33 0 15.1
Sycamore 2 33.16 0 19.9
Dogwood 94 64.52 0 29.4
Sugarberry 72 40.33 1 13
Sugarberry 24 74.94 0 12.9
Elm 95 53.35 1 24.2
Dogwood 14 34.89 0 27
Dogwood 86 58.3 1 11.7
Elm 11 42.46 0 27.5
Sugarberry 9 101.63 0 18.5
Sugarberry 48 56.69 1 19.9
Sugarberry 35 50.13 0 20.8
Oak 54 111.17 0 17.8
Oak 49 103.37 0 22.9
Dogwood 53 23.96 1 22.2
Elm 27 56 0 21.2
Sugarberry 4 25.17 0 22.9
Dogwood 14 112.92 1 22.6
Sugarberry 31 51.25 0 14.2
Sugarberry 62 35.5 0 16.5
Oak 54 36.97 0 16.7
Dogwood 20 38.59 0 17.4
