particle angle spin speed temp
gluon 65.2 charm 49.9480984169258 54.7610971632576
boson 40.9 charm 56.4381420229575 34.6326890261421
fermion -27.5 charm 45.9673048302265 32.1469544999678
fermion -16.2 charm 53.2271348485194 75.2311153481094
gluon 0.8 charm 57.1122582531319 51.9545719148938
hadron -47.2 up 53.444599745258 61.5235954835721
fermion 27.3 strange 49.6666674360537 31.859255896983
fermion -55.9 charm 49.0267430887399 31.9464222847472
boson 4.3 strange 51.8860670494976 40.0023653837455
hadron -64.7 strange 43.2602852839565 49.2539906367712
boson 59.2 strange 47.5822497122828 41.4604463709043
boson 9.7 down 48.5207116678191 89.4798871337009
boson 18 up 48.8036287061735 49.1290734679705
fermion -69.4 charm 41.7823323255797 33.3600744017576
gluon 26.6 strange 54.3520613398953 100.196873633096
hadron 60 down 57.379178599242 47.7223200430847
gluon 69.3 strange 46.0607649887753 84.9498824852431
fermion -41.5 charm 42.2851212288423 32.5987179078968
boson 23.2 strange 49.9505586978857 23.1812768963553
gluon -15.1 up 50.1547218833064 58.1541441422823
fermion 70 strange 53.038309448736 24.3904982959742
gluon -57.6 strange 55.940302306612 69.1121108392222
fermion 52.7 up 48.7815901856919 55.2737997769948
fermion -8.9 charm 43.6905394977446 79.4456695068276
hadron -15.2 strange 61.7753371520436 66.0465985929403
hadron -58.4 charm 51.1357233506116 86.1844867877946
hadron -32.4 charm 51.4443099622509 71.7665862213723
fermion 58.3 down 42.1134911663576 66.1918457330286
boson 39.8 charm 50.4130817661394 46.2897206675266
boson 61 up 60.9502532734255 89.0518591979249
hadron 60.9 strange 49.7933657547644 78.3581015328407
gluon 45.8 charm 52.6203065446357 72.5977629388387
hadron 48.7 charm 53.7200360897673 60.764779225854
hadron 44.8 down 53.9637556170766 45.6799446798448
fermion -44.1 strange 45.4174489082358 43.6736425242677
fermion -31.4 charm 51.3178736040782 23.9614454861153
fermion -12.4 charm 42.0843409808272 45.0593188719575
boson 64.8 up 51.6429908261394 41.6994571902142
boson -31.5 up 44.1264684572533 43.1664134837826
hadron -59.2 charm 55.3958688633202 46.4327589796635
gluon 63.7 down 54.4418062716869 35.464303181339
fermion -3.9 down 51.1416859050326 14.5994654404983
boson -4.1 up 48.1216330006354 24.2190344236827
boson -17.9 strange 50.0203822500895 38.7774486668971
gluon -11.9 strange 47.8598011565502 63.591683983996
hadron -25.2 strange 55.7751749241661 49.2049834772647
gluon 48.6 up 43.0449946400388 94.9071204509017
gluon -52.3 down 54.3106846606567 53.3617844013693
hadron -50 charm 49.9126748938096 63.0644510030606
hadron -31.3 strange 51.3762429050417 78.1111474182499
gluon -27.9 down 48.5827030618879 67.8092008430652
fermion 26.8 strange 43.254664709224 43.0690871942025
boson 36.6 strange 41.9610461621335 13.5453959465473
gluon -68.9 up 56.2081124810632 61.8257104319874
hadron 24.1 charm 59.242644215841 82.2205964354666
gluon -5.1 up 51.4017518036623 78.8597923610699
fermion 23.5 strange 52.0134266624652 33.8128227458874
boson 2.1 down 45.2931584940498 23.9182058708755
fermion 3.8 strange 52.2127886691887 24.9706351209325
fermion -61.5 charm 45.8834237535687 31.2637279877509
gluon -0.8 down 44.7493171042922 54.5627032529667
fermion 57.5 charm 56.9795123410429 37.5717863428427
gluon -66.5 down 54.4155378209211 61.7069186091053
fermion 48.7 charm 48.8209287314891 30.1088808918242
fermion 51.8 charm 58.4067404356935 17.9254245465409
gluon 40.3 down 55.0668300678856 53.0773183054648
gluon 65.5 up 47.7998647301864 81.9994583026975
gluon 59.2 up 58.5004389283707 56.5809279818671
hadron -40.1 charm 55.3931231890008 62.8053041129773
fermion -23.5 strange 48.9603940224064 31.9988313452919
boson -62.1 down 37.7434530199497 27.062383576298
fermion -2.1 charm 53.5748494695716 46.2923649833705
hadron -51.1 up 51.7640780301885 47.829464108826
hadron -27.7 strange 49.3793612836058 51.3043006908855
hadron 33.8 charm 42.4286585015898 54.6677454240623
hadron 48.8 down 55.8311836107083 52.4661654629536
gluon -56.1 up 55.8501282327956 40.2727737298699
gluon 37.7 charm 48.6871688721411 74.1803770419709
hadron -52 down 48.2632501359882 48.7225301285753
gluon 1.3 strange 45.5094706483558 59.3291782684006
hadron -60.3 up 52.727670290972 59.7519980794503
boson -11.3 down 51.6207335347416 1.99086993609423
boson 10.5 charm 59.7340583997592 40.50577126867
gluon -57 up 53.3797763549044 53.8243573983014
gluon -48.8 strange 47.6105779002823 42.3919867569418
fermion 62.6 charm 47.8180025529629 88.3062228271246
gluon -62 up 51.8827808253627 43.5952368062767
hadron -22.3 strange 45.1654626653402 27.1216631309905
boson -2.5 down 51.765932746123 24.6938234602553
boson 44 charm 48.5517765656041 73.3473359004916
fermion -63.2 up 50.3963898080903 52.9443426854132
boson 1.4 down 55.2996839980215 54.1219283338699
hadron 56.5 charm 43.5925766893304 46.1626306458074
boson -4.1 down 48.716054645129 56.6004595941021
hadron -64.4 down 47.4234959532089 39.470008065068
boson 62.2 down 49.6653928240013 63.3610699986159
hadron -16.1 strange 56.1320453882336 53.6351410847372
boson -35.7 down 50.2426019919132 15.488372530583
hadron 9.3 strange 48.3277714005867 53.9414454088014
hadron 23.4 down 41.7849325387997 59.0842131979774
hadron 36.5 up 54.3140684439095 55.8488240592878
boson -54.3 up 43.294093682837 47.1096627405887
boson 25.7 up 46.4010779705544 37.553551017508
boson -12.4 down 41.8513249975869 52.6909428025578
gluon 17.7 strange 46.607530569485 41.9106709900616
fermion 20.9 down 39.6887290610328 20.8933918522582
boson -45.9 up 42.9513385893303 -5.17434560546111
hadron -56.2 up 45.705224286895 70.4556760856692
hadron -44.5 strange 48.3750980589697 77.1834840431459
hadron -28.8 charm 56.6923850398141 65.610872977605
gluon -31.3 strange 46.6900633007676 30.0311441229094
gluon -11.7 up 49.6846290320767 67.1270980094246
fermion -50.6 charm 62.4624392229685 34.4454798355347
boson 66.1 strange 45.0569436003633 38.8108269907618
hadron -39.2 strange 46.1225595198204 58.6281707158296
hadron -60.4 strange 62.3143584539006 45.583818290116
fermion -61.6 charm 45.3200118754373 58.1410860491598
hadron 53.5 down 53.4238637324383 68.9215798316664
fermion -56.1 down 53.8854112927516 33.6308020479358
hadron 44.2 strange 52.9775980222574 40.8973846806819
hadron -29.1 strange 55.3809188105791 54.5723022383932
hadron -2.9 up 44.5091099098837 87.867349662464
hadron -60.8 strange 50.8807040725657 60.4690798717255
gluon 17.6 charm 58.5167850590356 27.3048485293863
fermion 24.1 down 48.1801336118368 41.3619829181865
boson 47.1 up 53.2054241454601 75.8345563975142
gluon -38.3 down 52.3885759575747 86.4325828209065
hadron -21.7 up 50.3251737886948 44.8101282125366
hadron 64.4 charm 50.5789139082018 28.2500660638094
hadron 56 down 47.8744898952961 37.7587392409935
gluon -12.9 strange 52.6708890202686 43.5160099014432
hadron 45.1 up 46.0458314750645 29.0254396888295
boson 2.1 down 49.1770295597671 50.1872835004515
gluon -68.7 charm 45.0582272207035 53.8824442298142
boson 58.9 charm 51.9564024929678 20.9689747489805
fermion -30.5 strange 46.6405439415024 28.220827584547
gluon 29.6 up 50.3440444238627 52.7373526055397
fermion 43.5 up 46.7340678981772 28.0629596087349
hadron 6.5 charm 45.1794490315751 61.3041089474945
fermion 63.5 strange 50.9912549572475 37.772116139034
gluon -42.9 down 62.5680693225807 37.0665452992555
boson -47 down 53.4423242676624 31.4894852194418
hadron 23 strange 46.2054471434231 72.6553091969067
hadron -29.2 strange 52.512574587904 70.0172324944598
gluon 25 up 53.6580468243965 50.1061240131058
gluon -59.7 down 42.6124648091451 60.8602136353631
gluon -62.6 charm 44.0138068947974 50.5301063202129
hadron -9.5 charm 49.9132066440824 49.5600365916502
gluon -50.1 charm 47.0566646773031 22.3824377725382
hadron -51.3 down 47.0459898603827 54.3194884201989
boson -7.8 down 50.6741182092354 64.9381726937704
gluon 34.9 charm 53.1047491384501 19.7729430407232
gluon -66.6 up 57.999718529518 16.751530177468
boson -44.7 down 46.5277138839974 52.8179029091964
boson 9.9 down 43.428919849721 34.072710389907
gluon -24.6 charm 44.8914676614242 49.781915402706
hadron -44.2 up 38.3339109399804 58.7049927437476
boson 29.1 charm 48.4131622334562 27.5840484832575
boson 69.9 up 48.9559030099599 52.0385184113141
fermion 16 strange 46.3366686967505 46.9387448041958
boson 29 strange 55.4159348663443 37.8770982503115
gluon -6.9 down 51.5124740918087 89.5491908127651
gluon -51.5 up 54.9957171476027 50.7255375710521
gluon 7.3 down 49.4130785319795 76.0564631012076
fermion 56.8 charm 53.3155965615719 62.4414497268226
fermion 3.9 up 44.7018937304267 23.4927157708774
boson 32.6 down 48.4750412741891 47.1291479333811
boson -32.3 down 49.2609186633482 20.2326359167751
gluon -17.1 down 47.9573959098987 56.6451650238919
gluon 14.1 down 52.009988109508 77.267702788861
hadron 5.3 up 52.6637522980753 47.8387899284895
fermion 43.8 up 38.8669113877077 49.0421183394318
hadron -54.2 up 50.2103078711054 71.5899043226448
hadron 35 charm 57.8664625350088 51.2372153141484
hadron -58.7 charm 49.7845578577568 38.9463289026556
gluon 32.8 down 54.8026348365385 67.2905568785542
gluon -37.8 strange 46.2483414572614 70.2905128836251
hadron -16.4 strange 53.2797910927268 88.7043390836672
boson -36.1 strange 52.8765817099457 80.9095405904536
gluon 60.1 up 52.4019780937463 45.2049640642188
boson 46.4 down 50.5868377316596 45.3583914462515
hadron 43.3 charm 44.1934316373457 84.7222647508988
fermion 14.3 strange 48.762505638642 18.0592721773627
fermion 42.5 up 51.4089738920166 24.8842125151737
hadron -49.6 down 47.9895804318954 80.0019738495675
hadron -0.3 down 58.2766621579074 58.650620799441
boson 18.5 up 38.5448476427004 61.897564513134
hadron -4.3 charm 41.0165814855713 67.1956045477037
fermion 5.7 charm 55.3369544950325 55.8184653728373
hadron -40.1 strange 53.8430767588916 23.2484733322386
fermion -23.9 up 51.1792356756709 52.3922293670862
gluon -2.4 up 55.3636686957493 86.630453188006
hadron -12.4 up 46.8520742506292 64.7686725975294
fermion 43.1 strange 49.5844528928002 43.5929632646013
gluon 12.2 strange 46.2807219499409 62.1310645216981
boson 7.3 up 51.5056507547448 32.6399929108049
fermion -51.2 charm 46.6451493008872 51.6604214021934
boson -39 strange 39.7896019548988 53.8947772437499
boson 1 up 43.0152817584367 47.6716435529515
hadron 37.5 down 47.8935914587978 67.0943937884019
fermion 11.6 charm 48.9080665246007 20.7761463392845
hadron -13.4 up 44.7351980413468 63.5534244640477
boson 9.2 up 55.112852997205 64.4172160306429
gluon -21.6 down 44.587659649846 86.8796421425821
boson -46.9 down 47.8066762415015 62.7010295087034
gluon -68.7 up 49.6607466898569 54.8007517174087
boson 28.2 up 46.7912385269797 25.5779598405933
fermion -47.7 up 51.5088509417229 38.3662753410789
gluon -33 down 49.2156641319334 61.5358274932663
fermion -32.1 strange 51.3334825171489 50.7911902471545
fermion 17.1 strange 52.7861599573719 35.428612454118
boson 69.9 strange 50.295051560486 67.6692791750322
fermion 68.6 charm 51.6759602795119 39.720910407767
fermion 46.6 down 51.0359572608853 73.6784846617297
boson -13.9 down 50.914530205421 50.4597523767978
fermion 58.6 charm 45.176620443496 88.1896674443873
fermion -55.6 charm 47.7510875268348 34.0068938964335
hadron 37.7 strange 54.2209394165483 55.7594658209708
gluon 18.5 charm 49.7940023760645 37.4524696674271
fermion 1.8 charm 49.1504799286981 52.2910529539265
gluon -3 charm 59.6779811442114 42.0007509791713
fermion 0.2 strange 54.2686192021317 39.1571041136711
boson -6.1 charm 52.6421000781255 52.1590031765766
fermion 3 down 46.025895490792 -27.3362213417969
gluon -8.7 strange 43.4452974063618 76.9413847080829
hadron 43.9 down 45.7705024838085 72.4451178972916
boson 32.7 strange 52.6527290987276 36.9469898997023
gluon 22.4 charm 56.285506309437 53.6112174692299
gluon 38.3 up 39.4748872495975 57.7021362192132
hadron 36.9 up 41.6142662818205 88.4009596469136
fermion 32.2 charm 54.5161065470003 2.5909937760394
gluon -68.6 charm 50.5195980362336 37.6054694353413
fermion 33.7 down 45.9695444634908 50.3340901150596
boson 25.3 down 64.3485745977821 12.3148286226695
gluon 4.3 charm 49.7989498767412 36.4952040927227
fermion 4.5 charm 57.816563781099 6.04270233565065
fermion -52.9 charm 46.920075590946 45.4669351957137
hadron 60.1 strange 44.9478928381824 90.0173786700946
gluon -69.6 up 46.164300172138 38.616368762707
fermion 14.1 down 58.1545043616167 34.3881924562434
fermion 42.8 charm 60.5051822969139 53.4779378319084
fermion 8.3 charm 56.1513242591908 26.9253987623529
gluon 10.3 up 50.5345641060498 69.9403022485211
gluon -48.3 strange 45.5709407893899 50.9719063477011
hadron -61.4 down 52.807296150032 45.7851578480347
gluon -47.5 down 52.5016769050995 46.8363136836047
fermion -54.3 up 45.3594134106868 26.451163569885
boson 57.5 down 55.4861248611515 50.4612553173104
boson 61.2 down 50.3675056534836 50.1918274536442
fermion 15 strange 40.6615941260373 49.4477542611263
hadron 34.8 down 50.6364406794798 63.9928956063082
fermion 54.7 charm 52.2114901609326 52.066949744216
hadron 14.3 charm 52.9697041300097 57.6253221636153
boson -42.8 down 51.4272574103717 33.1246523876518
boson -30.7 up 49.7318002931319 43.8252095524253
fermion -18.2 down 51.1711345194449 50.5950343143597
fermion 66.3 up 40.8659830486465 109.128053897511
boson -55 down 48.4788272547271 31.148824279072
fermion -36.4 down 48.5287212205595 34.8558192745761
hadron -26.4 charm 53.3084178376465 54.564402548053
fermion -21.7 up 45.5443686970936 3.2951043382944
fermion 5.3 strange 55.342021866681 28.2551609800159
hadron -56.9 strange 52.9024696523509 54.7221288412505
hadron -4.1 up 56.7674399065026 59.8240347427742
fermion 20 charm 52.6347189025492 66.5671351155361
hadron -46.2 up 58.6877386106432 121.934746172618
fermion -31.9 up 57.1703425165833 28.522112862979
hadron 28.7 charm 58.8209469359503 70.7290184661182
gluon 8.7 down 50.6024716379832 72.0985919936638
boson -49.1 down 46.8777061968741 46.1403727245294
boson 42.8 up 49.8407965046339 59.4857599304944
gluon -67.9 down 41.6686693207115 72.47456043657
boson -12.3 strange 52.4113020364853 57.1557974468213
hadron -69 charm 53.1889122752969 14.0424242822608
fermion 48.7 down 52.363061829898 22.6614380002462
hadron -11.5 charm 45.3303721085885 47.7080434070372
fermion -65.6 up 50.4924169067023 18.2153430580379
boson 1.8 up 50.2044664380199 39.8800943668144
gluon -62.7 down 56.2121244554062 69.5470599583255
fermion 9.3 charm 51.9617081064412 53.5345367207035
fermion 56.3 up 47.1604814866667 63.32395842233
hadron 35.5 strange 49.1313320701476 65.8843087227468
hadron -56.9 up 48.8759006292608 69.8198794366648
fermion -68.2 up 49.5821280665382 18.9397829109835
hadron 56.5 up 42.0374486519781 64.8488480192444
fermion 42.5 up 47.6313866254302 50.9756136590125
gluon 67.8 up 51.8395137386531 36.5895633803156
gluon -14.1 up 52.0687262494782 51.5646968758425
hadron 60.1 strange 49.3449809599764 24.9632307282517
fermion 66.2 strange 58.4391895465016 23.7405524586373
boson 6.7 down 51.914805715163 31.4555761287573
hadron 35.9 up 56.3709591480389 72.3544820843386
hadron 64.5 down 49.9542551921453 77.3798669971571
fermion 23.6 up 49.5184736950601 24.3805360527233
fermion -63.6 up 54.1137736656485 34.8112229014102
fermion 11.1 charm 37.7707005622166 15.604714449347
fermion 16.3 up 49.4752162204155 59.1753589992196
hadron -5.9 down 59.7617720875389 71.4906238648673
gluon -22.3 down 57.6548880186269 64.9168364298939
hadron 19.7 charm 51.4881189540866 51.3908082163489
gluon 46.8 down 51.8713541794797 73.2904497748201
gluon -59.9 charm 54.1159844075943 68.1399180173513
boson -9.7 up 54.917772339496 43.0442374268657
boson 54.8 charm 51.4265645995422 40.1518291593958
hadron 52.7 down 51.1300763158187 53.3043986846067
fermion 7.8 down 55.6611051849817 35.2856607202447
hadron -37.5 strange 46.0411919232936 44.0411640723172
hadron -14 strange 53.4627362120645 53.226668445081
hadron -31.5 charm 50.9796051915761 32.5193420267144
gluon 49.3 strange 50.6375812822361 71.9998022934718
fermion 4.8 up 49.4403225957172 28.8691351482713
fermion -39.4 up 50.1763629507796 57.9083672072937
fermion -59.3 strange 55.0403458981765 17.1845535042077
fermion 37.1 down 53.6666869901412 31.8460972464371
gluon 3 down 47.3318670311604 87.8423974394077
hadron -55.2 down 47.5482163965145 71.1642453370002
fermion -64.1 up 46.3731141157062 51.6868738585915
hadron 41.4 down 59.8909046485923 62.0227515364708
gluon -26.9 charm 47.863821333556 65.7033020193943
fermion 47.1 up 42.8765868196676 55.1663117632545
fermion -33.4 up 57.8535462562796 52.0024014602479
gluon -6.1 strange 51.3757899276203 41.981695940812
gluon 52.1 up 50.9164208315687 74.1308257681225
fermion -45.1 strange 44.4193155153691 18.648042875065
hadron 47.3 charm 53.4791743941212 42.948708047827
hadron -31.7 charm 52.9102619332495 49.0820570448002
gluon 48.4 strange 48.0212895759761 52.6047510542273
fermion 15.5 charm 58.5898908514783 39.4053025397734
gluon 26 strange 55.8709343627712 20.8041467944502
gluon 42.7 up 52.5199476832521 62.0458806761828
boson 53.3 strange 56.1940267792506 47.1090962422157
hadron -35.2 up 54.3775927551584 54.7186498213971
fermion 22.9 strange 49.152282367402 24.6504844926081
gluon 68.5 down 48.2151655280466 69.3661901123727
boson -58.5 down 47.2220448334189 42.3294027787874
boson 8.1 down 53.0055061588991 52.7965145251285
boson 59.5 up 43.4139514549437 34.923371681839
hadron -54.3 charm 56.1468216673741 77.9680219929783
hadron 63.3 down 52.5511068249617 45.7239889509219
fermion 44.3 charm 48.6170615836282 48.956957065958
fermion -14.9 charm 52.5695319978391 36.6341757028866
boson 57.2 down 50.1724859015911 46.3751477987336
boson 47.3 charm 51.4737787717512 41.4425838940732
fermion 27.3 charm 46.3784101765293 40.5957029277638
boson 13.2 up 37.3508815024006 70.1847045022153
fermion 43.4 strange 42.8623820130678 24.7722637368904
fermion -15.2 down 47.3082721313326 26.3150980637579
boson 64.9 charm 53.653115248415 4.53113884710486
gluon -24.6 strange 54.9530402230755 97.2087243529073
gluon -2.7 up 43.0771123795649 56.7063047275616
fermion -2.5 charm 56.3979673668234 24.8010557451594
gluon -19.5 up 43.5825736220462 49.0014079045288
hadron -30.9 charm 49.5413033549065 55.2120336161021
hadron -17.6 up 49.2483352939738 47.9257668414381
fermion -28.6 strange 55.7424316088099 32.6360784824379
fermion -37.5 charm 44.768840199625 44.6640286074643
fermion -25.6 charm 49.0973559312883 59.6967710020082
fermion 42.8 charm 56.7256132506863 22.3926543877154
gluon 21.8 down 49.1643767953579 66.1439254460216
fermion 63 strange 50.4441534029458 54.2309598689194
fermion -60.1 strange 45.594896400704 43.0713787902811
gluon 38.1 charm 56.416263586892 57.1460755417716
fermion -49.6 charm 49.0298609309248 51.5960649255728
fermion 40.3 down 48.1424725842271 18.7550558686039
gluon -19.4 up 49.3001665625674 57.4260973232212
fermion 57.3 strange 33.889232385029 15.5218830529986
hadron 50.5 charm 53.3576190806261 52.2985003001146
gluon -9.9 up 51.2129423092569 51.8470829770288
fermion 16.7 down 49.3447488302884 30.016586391606
boson 22.6 down 47.8714314281587 49.7097785827799
boson -14.6 down 47.6421822853222 53.0373520749309
hadron -51.9 up 54.1532362951303 47.0489074519296
hadron -31.6 charm 51.1630848775689 65.9392765826274
hadron -0.9 strange 51.1196618747709 58.2624325767457
fermion 26.4 charm 43.8686100672727 15.8647573938971
boson -51.1 down 49.685711400119 -31.4858559840652
boson 49.1 up 50.2799534132278 47.4867223438192
boson 16 down 44.5359666988189 44.9172594376833
hadron 18 charm 54.3258137075454 42.1570464657876
hadron 51.5 charm 55.762979497297 47.686248432652
hadron -63.6 charm 53.1437514059773 53.5046314951683
fermion 45 down 37.5474647436157 39.328066699197
hadron -9.3 up 51.9717964430142 21.76823418048
boson 14.4 down 50.668259161757 40.516118164781
fermion -3.3 charm 52.4838686099776 35.6409244936228
hadron 64.2 up 46.2742360879235 57.2364346041523
gluon -44.1 down 48.4202774796389 60.9069204290998
gluon -12.4 charm 52.5101692707714 49.1979632276297
fermion -40.1 down 51.4654433214225 13.0487892120829
gluon 28.6 charm 42.5414799398836 45.7983036967991
fermion -13.8 charm 47.8217868582666 45.1173972108573
gluon 22.8 up 46.1649584882567 70.5007920913827
fermion -24.9 strange 57.0013124072653 39.4692068667065
gluon -52.8 strange 59.1408312013252 34.444591175766
gluon 40.8 up 54.9682287365273 81.8865251885643
hadron -23.2 charm 54.8222481295142 51.7267557766527
boson 66.6 down 50.0313096084524 79.064755588132
boson 19.2 down 53.6849733544744 44.7107156279474
fermion -64.8 strange 54.6436467712844 35.6193005564259
hadron -44.9 down 50.4738155697723 94.569708551828
fermion -58.7 charm 54.685275545614 45.3125629403078
boson 69.9 up 50.7042079889803 27.0615967184265
hadron -37.7 down 47.8586553721717 61.7317298314791
gluon 11 strange 45.8213976614374 57.9518674367872
boson 18.1 up 51.8206014063866 16.2636241822131
gluon 35 strange 52.4491001226779 54.1872099944762
boson 65.6 up 47.6476415819539 44.5398487075126
fermion -6.3 strange 43.1995046418296 31.9104501941283
fermion 60.5 charm 45.9903967203499 30.477276962586
hadron -44.6 down 50.1875333704794 91.9051069780649
hadron -18.7 charm 47.6462403780719 75.148249324921
fermion -30.8 strange 51.1103047536167 24.0219318177098
boson -29.3 down 44.684767226709 48.4640179887785
fermion 61.5 up 48.7088101951948 46.9800489508484
fermion -28.3 up 54.2370252670132 8.13871508448351
hadron 45.7 strange 60.433439984272 55.5280256918286
boson 40.8 down 55.2851082503631 34.0544877703849
fermion -63 up 55.9589666207717 57.5959854274104
hadron 18.3 strange 48.842996946766 61.2897242758218
hadron -32.4 strange 54.6315511739554 100.683616559164
boson 27.8 up 52.6315205929858 49.2336543120962
fermion 44.4 strange 45.3046103278592 41.1278592742927
hadron 47.8 up 52.9134527325298 50.0574952430504
fermion -67.8 strange 55.1481632752147 68.7612935023572
hadron -28.7 up 57.6219770238403 52.7565499926804
hadron 43.4 charm 55.8966898635305 72.3825656113275
fermion -14.2 strange 51.8762087534225 44.0298162630689
boson 50 strange 52.1796260254778 21.2998807029808
hadron 61.4 charm 51.3577784954684 43.67651960335
gluon -26.1 down 57.5044732357543 83.1495637043201
gluon 31 strange 48.8569367301049 58.5918303646415
fermion 2.2 down 47.6824243178967 66.3326038050973
hadron 24.4 down 55.0469033143579 83.7385076446796
fermion 66.3 strange 45.9011125785671 6.97267958239933
hadron -40.5 charm 49.5714209359323 40.8897551864724
fermion -13.1 down 50.8263492012652 25.0487962830342
gluon 51.4 up 53.5409127616949 52.1525901798495
hadron -12 charm 52.4395485784145 45.2553123271887
hadron 17.7 up 46.1478002711923 50.6465178493356
boson -32.9 up 49.178395578277 71.6618307988742
fermion 64 strange 47.2996247141654 59.1814273723294
gluon -62.8 strange 54.3470395308915 72.717470719965
fermion -38.3 up 49.8051301220432 61.1894720770419
hadron -43.5 down 51.097650079913 66.7450124852447
boson -25.4 down 51.0310953899493 42.6187032200103
boson -14.3 up 52.9422392848627 57.7467706123651
hadron 68.7 down 52.1371778451174 92.539497002266
gluon 59.4 down 58.9719993387917 61.5319873155759
hadron -4.2 charm 47.9863450067561 77.0939339190858
hadron 43.8 down 53.7727397843516 69.0583270238493
fermion 31.8 down 49.0617882846254 65.1902465576748
hadron -59.3 up 49.0013897665934 70.3965915167012
boson 65.7 charm 56.592940103522 84.6407499622774
boson 40.9 down 44.1260764321687 64.6556194557188
gluon 35.1 strange 46.095721488952 40.8123863717102
boson 10.8 strange 50.6278042351889 78.9454834690908
hadron -7.9 charm 48.5488889053333 71.1725256999392
gluon -56.7 strange 53.9966110939411 34.88787915548
fermion -1.8 strange 49.1785840649854 36.75102628637
gluon 31 charm 48.4777408835789 55.4432342010901
boson -13.8 up 42.8691291557737 26.7329750887098
hadron -12.1 strange 52.8388857981369 63.4585598310427
boson -24.7 up 53.8736799267153 37.6437301647519
hadron -10.4 up 48.4320410820304 58.4216858264702
fermion 40.9 charm 49.1303138130031 19.5451006657854
boson 61.6 up 49.2332028532732 19.6470667314551
fermion -40.8 strange 50.237354192976 11.5610582632695
boson 63.4 charm 43.6830247234676 49.2734760032687
gluon -60.9 down 51.6582613527884 67.9716761748765
hadron 33.1 down 51.0425751723115 90.2959727304315
fermion -40.1 charm 52.1958878663652 33.1504709190399
gluon 52.8 down 49.6385098127527 64.8319329522803
boson -22.2 down 49.120539915566 36.8215279976629
boson 35.7 up 48.5192884686019 26.7391702794211
fermion 32.9 charm 48.2650572850647 71.9452130362988
boson 30.2 charm 47.2440499915499 49.7843724440347
boson 13.8 strange 54.2483669985459 11.2326022469443
hadron -60.1 strange 47.6630534497349 112.501991269086
fermion -34.6 charm 48.2304607429637 40.1636439737337
boson -39.6 up 39.5467005550714 52.6838955427829
boson 42.5 strange 53.0180794615562 72.9610211744542
boson 15.9 down 46.2916684037888 43.1833191305917
fermion -44.1 charm 53.5109205438461 35.9053010350322
boson 58.2 strange 50.4930613983202 16.955679847411
fermion 33.1 up 50.4697013607327 19.6482716718478
boson -38.9 up 39.8423902543486 56.1213201820057
gluon -28 down 51.5745184869419 50.3630471856721
fermion 10.8 up 48.302924386804 59.3738987755284
boson 67.1 charm 43.3026495541658 77.0597511861443
boson 50.4 up 43.5698520658819 46.913733566887
gluon 52.4 charm 45.0432377278858 82.5448701949949
hadron -35.1 up 50.6977054704198 37.0799747515924
boson 33.1 up 50.4547254699624 12.0185014387319
gluon 67 down 46.3610957179591 60.1695666014901
gluon -57.4 down 51.5254062569776 56.0756809739428
fermion 43.3 charm 52.349894313981 -33.1156509862475
gluon 10.4 strange 48.8894220259698 36.6412521579037
fermion 6.5 strange 39.8643761163882 34.8835213446872
gluon -40.5 charm 59.6115205323015 38.7077926988408
boson 36.7 down 41.6410853088021 55.2942570986475
fermion 63.2 strange 52.1351837180389 28.334187191472
boson 69.1 strange 50.8358170543549 27.6856128474668
hadron 22.8 charm 49.9738146842471 85.5009658756869
hadron 55.5 down 54.5248562657597 91.3418684167741
boson 45.4 strange 44.7367195428148 48.4357432059942
boson -64.3 up 47.8596800660226 64.1141360134546
boson 6.9 down 49.1070431593926 23.3253155820018
boson 53.1 charm 46.8064231964515 37.3857429951388
gluon -54.7 strange 44.0357231979889 56.8445240033076
fermion 48.2 strange 58.5972570849207 -10.7943354009743
gluon 59.3 up 50.9859746155675 63.5114953861733
fermion -42.2 strange 47.1327482150951 12.7557296433266
hadron 56 strange 54.1342167044693 51.7627986206715
fermion -60.4 up 39.7120371868252 40.5451738682054
hadron -26.7 strange 49.2681948211992 37.5770792722621
fermion -29.4 strange 57.1132999489818 57.3445771622038
fermion 0.2 up 52.0701244203843 24.4200931360272
hadron -61.9 charm 53.5678903591563 72.790441982769
fermion 28.2 strange 50.2669666949219 36.6560360123358
boson -24.5 down 45.6758179441099 42.8935455211998
boson 34.2 up 44.2116434930863 44.6777795891494
fermion 31.5 strange 51.9787868503822 35.8635263835106
gluon -68.5 charm 52.4018313642692 53.6520693005149
fermion 39 strange 58.5213484092852 56.844132785274
hadron -60.9 charm 47.6117172224314 36.7281967838843
hadron -8 charm 54.5130335852407 30.6164127799007
hadron -33.6 down 48.1530693993654 60.4623504066756
boson 28.3 down 50.4335411734307 70.9963992233159
fermion -50.7 up 46.0958354050706 39.1068445020008
boson 61.4 strange 47.7809204999128 45.8130805640169
gluon -59.4 charm 46.5017224601824 45.1134061146484
fermion 16.8 strange 57.796209225828 73.0522109082274
boson 35.6 up 41.0967048427786 44.3880786627874
gluon -49.2 up 49.9948186129028 64.6217026493935
gluon -48.3 up 51.8168118818176 95.8167197927012
hadron -25.9 charm 59.0303668587912 15.3276311751232
hadron -52.1 down 48.9244696001048 55.1000093478128
fermion -56.7 down 48.6475555867318 29.8374758132444
gluon 32.9 down 42.4882694718179 75.198011908805
gluon 28.4 strange 46.9097804349371 83.1055461202462
